x,kuiz1,kuiz2,delta,theta,alpha,beta,beta1,beta2,gamma,total
59.524,4.105910812155358e-09,3.898256260644774e-09,6.7185281924127055e-09,3.306837030498994e-09,2.85571124642405e-09,6.5611798216483335e-09,3.779705182114605e-09,2.7814746395337273e-09,1.6879381481459192e-09,2.204817095982551e-08
59.774,3.315524838782044e-09,2.8458609737055676e-09,8.210028266426026e-09,3.2082402066940676e-09,3.6768212923195347e-09,4.648783413264337e-09,2.291977886619527e-09,2.3568055266448094e-09,1.6572310358191773e-09,2.233882647075969e-08
60.024,4.481875683790187e-09,2.42964394706798e-09,9.254456223319887e-09,4.179205765724849e-09,4.268847403784946e-09,3.739020454286487e-09,1.303175005181571e-09,2.435845449104916e-09,1.8394661673410998e-09,2.365321877677308e-08
60.274,6.36803842199868e-09,2.1068791129220106e-09,8.25499673179361e-09,5.350911090801774e-09,3.4857926016850122e-09,4.118216805555628e-09,1.29450771035268e-09,2.8237090952029477e-09,2.105733839548811e-09,2.3839934749858624e-08
60.524,6.64224918402427e-09,1.5912071070187438e-09,5.9277138881904474e-09,5.712692674436107e-09,2.2676235268678544e-09,4.539716322467221e-09,1.6820737752811292e-09,2.8576425471860917e-09,2.3570724465548945e-09,2.1076360660695184e-08
60.774,5.4622211821045204e-09,1.97048563274113e-09,3.3017628650123715e-09,5.954996794775366e-09,2.41197085587819e-09,4.589518403948031e-09,2.2545061010059293e-09,2.3350123029421012e-09,2.6566504076824346e-09,1.9748488408314266e-08
61.024,5.415903897630537e-09,3.5470556802651475e-09,2.658480022838773e-09,7.173958725054454e-09,4.9439099300502885e-09,4.57419073265251e-09,2.929722816022344e-09,1.6444679166301678e-09,2.9161895285014955e-09,2.362930401860626e-08
61.274,6.616946489952887e-09,4.698986524593216e-09,3.728345601609194e-09,8.831326475996762e-09,8.395318080162808e-09,4.727175222926793e-09,3.3309866273505856e-09,1.3961885955762078e-09,2.823035618207595e-09,2.9064953998108163e-08
61.524,6.641716158131725e-09,4.033162808011882e-09,4.185969485124163e-09,9.865493430732074e-09,9.420322950996503e-09,5.088518135078231e-09,3.4186806062103316e-09,1.6698375288679014e-09,2.3348094107904304e-09,3.1123071206889756e-08
61.774,4.753919864486311e-09,2.413497148328927e-09,3.986959650463391e-09,1.0284139384084305e-08,7.0438282324905766e-09,5.58130040304698e-09,3.6383954059996373e-09,1.9429049970473436e-09,1.7855429097368335e-09,2.9012083448389654e-08
62.024,2.7151596320102166e-09,1.482168637598177e-09,3.31487286517292e-09,9.740462229920173e-09,4.686737967465599e-09,5.995375896467831e-09,3.928868036956122e-09,2.0665078595117084e-09,1.4786705310123277e-09,2.565397708334621e-08
62.274,1.867488207020661e-09,1.397309224451239e-09,2.3298688997920034e-09,7.700564258002224e-09,5.449785190562231e-09,6.372644036734425e-09,3.915504138362156e-09,2.4571398983722682e-09,1.3821098025153008e-09,2.360881565773172e-08
62.524,1.597756699326818e-09,1.7836273627627925e-09,1.3169327608252132e-09,5.0724829305729105e-09,8.04756639930533e-09,7.231621025038123e-09,4.164988159738093e-09,3.0666328653000317e-09,1.317184273488495e-09,2.3284023855480955e-08
62.774,1.330208559469737e-09,2.657911636416402e-09,7.914024409707337e-10,3.5300512581679236e-09,9.31105064650207e-09,8.300381207339498e-09,5.004652152765155e-09,3.2957290545743426e-09,1.2447982840124102e-09,2.3597218624018807e-08
63.024,1.5600155019510177e-09,3.514590950798206e-09,9.813759307973424e-10,3.5043500190876503e-09,8.249811156978064e-09,8.2415314647247e-09,5.2812364393995774e-09,2.960295025325123e-09,1.2825424619047335e-09,2.2811592904364288e-08
63.274,3.251248000442686e-09,3.1787222596306346e-09,1.90775455984055e-09,4.0110609425439055e-09,6.599815549368332e-09,6.554131240807286e-09,4.106450827654966e-09,2.447680413152319e-09,1.5244487364381001e-09,2.1397987386292565e-08
63.524,6.000179528110516e-09,1.8877928503025932e-09,4.082321405363874e-09,4.665686351991326e-09,6.286942036563668e-09,4.3258320444958504e-09,2.3284004166464416e-09,1.9974316278494092e-09,1.7862300988296972e-09,2.1751806507463642e-08
63.774,7.616298022978986e-09,1.0004053926050124e-09,5.775167621106422e-09,5.551719167560397e-09,6.7819055655182785e-09,2.7849601730170792e-09,1.1942083960030234e-09,1.5907517770140556e-09,1.8235491309443142e-09,2.350804521146658e-08
64.024,7.205782055351814e-09,7.836505614349561e-10,5.222290283336249e-09,6.2968885902459236e-09,6.154217032120765e-09,2.5618611564556964e-09,9.792642904144963e-10,1.5825968660411996e-09,1.6853427083716424e-09,2.332681852345001e-08
64.274,6.214911485326661e-09,8.290467577505509e-10,3.986920025148814e-09,6.337991004839177e-09,4.17961956281449e-09,3.697905105622231e-09,1.50072141496269e-09,2.197183690659541e-09,1.5709406978480545e-09,2.0538568844690296e-08
64.524,5.67137069620648e-09,8.764119605912702e-10,3.670026115699964e-09,6.103633552331994e-09,2.7177103967103807e-09,5.011594010457229e-09,2.257976884758428e-09,2.7536171256987995e-09,1.5369337333245942e-09,1.9237675429762805e-08
64.774,5.906278595654193e-09,8.238789968633884e-10,4.583581246504937e-09,6.730023615436758e-09,2.845470495862075e-09,5.073733698731283e-09,2.51436444661866e-09,2.559369252112623e-09,1.4714634112909925e-09,2.107693875221295e-08
65.024,6.293983409166803e-09,1.2227685652916647e-09,6.4424636134036094e-09,7.677368290548366e-09,3.691787287322438e-09,3.977425782260545e-09,2.0495037684264283e-09,1.9279220138341167e-09,1.3602260620068903e-09,2.3358748566873438e-08
65.274,5.47919965161916e-09,2.2650307160225003e-09,7.262441526134456e-09,8.483480693513792e-09,4.23116128486478e-09,3.0722191786290205e-09,1.5663872585886204e-09,1.5058319200404018e-09,1.3726277599743944e-09,2.4710523470376347e-08
65.524,3.962685051140439e-09,3.222156976705085e-09,6.328262553770842e-09,9.009833334116221e-09,3.9076066667299435e-09,3.3719099058093467e-09,1.938201320038591e-09,1.4337085857707572e-09,1.5240132162799753e-09,2.4642205570465198e-08
65.774,4.628326006912904e-09,3.4799293312148034e-09,5.106796391012159e-09,8.697394252205372e-09,2.947751463794353e-09,4.661864998984826e-09,3.12653733342004e-09,1.535327665564785e-09,1.5997426520201458e-09,2.391834877860476e-08
66.024,7.53223780389299e-09,3.2296390978127402e-09,4.921514368863329e-09,7.800967097402652e-09,1.9538608516287806e-09,5.763323199824086e-09,3.9687777698938394e-09,1.7945454299302477e-09,1.5891168286794402e-09,2.2883056859170412e-08
66.274,9.242914480818264e-09,2.716598601918964e-09,5.208097181466424e-09,7.043280629065299e-09,1.4538542880465805e-09,5.827680301045576e-09,3.616893570807196e-09,2.2107867302383787e-09,1.7686704786223048e-09,2.1487623198559752e-08
66.524,9.474021844819696e-09,1.9857584399825437e-09,5.3812078478924575e-09,6.818082248341511e-09,1.6000444707520203e-09,5.193934039208821e-09,2.4919132545316496e-09,2.7020207846771707e-09,2.096071814042043e-09,2.1805423653719847e-08
66.774,1.1001981343009103e-08,1.5771753103640125e-09,6.595417415623161e-09,7.52503590381784e-09,2.308940095986891e-09,4.823344798158066e-09,1.7936016298040148e-09,3.0297431683540497e-09,2.180292260039229e-09,2.5102557756916683e-08
67.024,1.3659879927875218e-08,1.8002986828768262e-09,8.694827347141595e-09,8.219114897125664e-09,3.3744656687782834e-09,4.96608586977588e-09,2.0044181641527052e-09,2.961667705623175e-09,1.854728811306879e-09,2.8730945895006627e-08
67.274,1.3298046972712673e-08,2.2389445647553023e-09,9.665485610651893e-09,6.770970688075592e-09,4.249505787424055e-09,5.045787478731227e-09,2.502667685602276e-09,2.543119793128951e-09,1.4252084415785344e-09,2.8572711673499436e-08
67.524,8.774972294784681e-09,2.4757255842051102e-09,7.875680764803513e-09,4.510860185443749e-09,4.2587888261480816e-09,4.791890895126199e-09,2.62432632199027e-09,2.167564573135928e-09,1.2743089209486869e-09,2.4193897908363528e-08
67.774,4.472728279715456e-09,2.524112335529432e-09,5.268593317130689e-09,4.0676251696221966e-09,3.5384530746428367e-09,5.112472843059333e-09,2.8372092478146882e-09,2.275263595244647e-09,1.3331187440333693e-09,2.017990959964143e-08
68.024,3.353563126876971e-09,2.554564372799612e-09,4.252130443823611e-09,5.246284825753631e-09,2.862595820630541e-09,6.469296029944655e-09,3.8068795111024805e-09,2.662416518842174e-09,1.3442213752113597e-09,2.0440508440021645e-08
68.274,3.410945662696911e-09,2.4457979517473853e-09,4.979587909715051e-09,5.494668570583643e-09,2.602955585851841e-09,7.906105264043551e-09,5.200273987333813e-09,2.705831276709737e-09,1.3821425679262911e-09,2.329610442858949e-08
68.524,3.0316002578236358e-09,2.2242277366796298e-09,6.7004536390333464e-09,4.192419883336269e-09,2.7198745991289865e-09,8.29669648645722e-09,6.016164757467275e-09,2.280531728989941e-09,1.6408240966842903e-09,2.4853418030049806e-08
68.774,3.4793090908207004e-09,2.0442844303843623e-09,7.918093351390664e-09,2.9252403358966366e-09,2.964544619587091e-09,7.732526696107811e-09,5.814966075659537e-09,1.917560620448271e-09,1.899715148167892e-09,2.4247244951286315e-08
69.024,5.023994149746905e-09,2.006539004008667e-09,7.125589485405183e-09,3.3721301835338152e-09,3.2963905640357344e-09,7.116491677976867e-09,4.948264522769258e-09,2.1682271552076102e-09,1.8573954254261475e-09,2.3180346902968377e-08
69.274,6.459902924921944e-09,2.079095590011713e-09,4.959078626665219e-09,6.3101889155551436e-09,3.6324707787131722e-09,6.8098709592626945e-09,4.0281209676085554e-09,2.7817499916541395e-09,1.6840094317829493e-09,2.3829946301606603e-08
69.524,6.924043340097203e-09,2.036319320830103e-09,3.948849394122826e-09,9.399269785168027e-09,3.6218678166824902e-09,6.626053008037874e-09,3.5233368700357196e-09,3.102716138002154e-09,1.6337300721818237e-09,2.592180438380718e-08
69.774,7.823573327526224e-09,1.7800261386688715e-09,5.808662503015279e-09,1.0057378290632163e-08,3.030164593094638e-09,6.149566517386446e-09,3.2995460168901317e-09,2.850020500496313e-09,1.6442612499647382e-09,2.751034751948842e-08
70.024,1.085894094014099e-08,1.4228930618315315e-09,9.355391423597818e-09,9.018142144130214e-09,2.0999560779689264e-09,5.543126687869758e-09,3.1370830019569722e-09,2.4060436859127862e-09,1.6032259977602443e-09,2.8367859328977337e-08
70.274,1.3718076642016471e-08,1.6339312070303105e-09,1.1709026313038454e-08,7.960938050182706e-09,1.4144661161168795e-09,5.267475850808723e-09,3.259004182564301e-09,2.0084716682444216e-09,1.5194963019251467e-09,2.8366953302665337e-08
70.524,1.2794812937476069e-08,3.0434179499899464e-09,1.0509181050118446e-08,7.517258195542357e-09,2.1404133431117935e-09,5.4294071806871294e-09,3.900635788066302e-09,1.5287713926208273e-09,1.526105671952279e-09,2.740382735610219e-08
70.774,8.931545377924772e-09,5.444414644792226e-09,6.784253680841718e-09,7.199120508281502e-09,4.646321011537385e-09,5.820939493383285e-09,4.7797330935659466e-09,1.0412063998173377e-09,1.7557849604074786e-09,2.6656389855758636e-08
71.024,5.990880400061061e-09,6.7796051379862315e-09,3.965465926424195e-09,6.418453097544945e-09,6.6974628885260535e-09,5.746150670507773e-09,4.920902228416682e-09,8.252484420910911e-10,2.020422480151651e-09,2.5621852646612103e-08
71.274,4.9999713134725885e-09,5.329854298561516e-09,3.252818257044493e-09,4.9647385953631575e-09,6.122828322661011e-09,4.989602393850906e-09,4.0651743661042425e-09,9.244280277466622e-10,2.0109501749420916e-09,2.2166572592652924e-08
71.524,4.9133691046804395e-09,2.380949706472846e-09,3.6346736340713144e-09,3.537949794371401e-09,4.077926397890451e-09,4.424835937451338e-09,3.294079079021175e-09,1.1307568584301624e-09,1.8369784919874564e-09,1.8149454191607675e-08
71.774,5.623959520986806e-09,1.1824324953609426e-09,4.7207953883807e-09,2.6919414839748507e-09,3.720958001997286e-09,4.767962207042265e-09,3.351954508132341e-09,1.4160076989099239e-09,1.791047408770554e-09,1.8297383681936506e-08
72.024,6.142318088953875e-09,2.8951093643875455e-09,5.923522634470051e-09,1.9772229831461057e-09,5.97884750464956e-09,5.420035634451646e-09,3.666252491648507e-09,1.75378314280314e-09,1.776916013224691e-09,2.241196738914173e-08
72.274,5.59392689228414e-09,5.23883343033449e-09,6.448821818207878e-09,1.4123375305489554e-09,7.963001635727918e-09,5.549378908158096e-09,3.6383285040081054e-09,1.91105040414999e-09,1.5804948644872182e-09,2.570494841475358e-08
72.524,5.0069995122496875e-09,5.754538167629707e-09,6.743475349195886e-09,1.4920023069639624e-09,7.1296129635866755e-09,5.0217848233381295e-09,3.273178840420405e-09,1.7486059829177242e-09,1.3432638397678928e-09,2.4783795022284295e-08
72.774,4.625797712225727e-09,4.0852171906990336e-09,6.384625681992207e-09,2.180948081980836e-09,4.394412159058302e-09,4.238916182186598e-09,2.7969566447086443e-09,1.4419595374779526e-09,1.312239078420246e-09,2.0252076183665088e-08
73.024,3.75483120879374e-09,2.313024226863208e-09,4.5660161421677985e-09,2.9372464672677775e-09,3.1004040404352517e-09,3.898194708321436e-09,2.5457557295549205e-09,1.3524389787665152e-09,1.4412978607362068e-09,1.635090227533585e-08
73.274,3.0695952100533517e-09,1.914748880180109e-09,2.4221238368450104e-09,4.829837838630644e-09,3.8844587933602825e-09,4.11403459479908e-09,2.569582933622336e-09,1.5444516611767452e-09,1.5571502126442103e-09,1.721497365938736e-08
73.524,4.566427175589107e-09,2.473515491026798e-09,1.9798485472453677e-09,8.565235933150868e-09,4.725246570194494e-09,4.3940197025000426e-09,2.6860965394484864e-09,1.7079231630515562e-09,1.6200120097555122e-09,2.218950667781197e-08
73.774,7.845621291345781e-09,3.0777754329291874e-09,3.219738968527597e-09,1.153684489343404e-08,5.3100636391531696e-09,4.948238461260508e-09,3.1584077471748798e-09,1.7898307140856273e-09,1.6855613674017465e-09,2.7676816162699248e-08
74.024,1.1334498097564482e-08,3.3619217154245937e-09,5.659016692949237e-09,1.1395507336340531e-08,6.407189455176895e-09,6.372210234054637e-09,4.198744558221176e-09,2.1734656758334633e-09,1.731050555703116e-09,3.24307819472971e-08
74.274,1.555979582145176e-08,3.379277356662126e-09,1.085812639546615e-08,9.07508505334954e-09,7.335554716858678e-09,7.593094612073334e-09,4.7879726643008386e-09,2.8051219477724925e-09,1.7207547208811407e-09,3.712759013551448e-08
74.524,1.8912340518897453e-08,2.8752012376131686e-09,1.6331661571839832e-08,7.151541327438664e-09,6.495887004574885e-09,7.1180442488437194e-09,4.105290933593164e-09,3.0127533152505575e-09,1.7057977105632515e-09,3.901956703515793e-08
74.774,1.7443852045255365e-08,1.9749972631748293e-09,1.6117921652573056e-08,6.285888522033666e-09,4.45057531047811e-09,5.766802307784415e-09,3.1901096986704364e-09,2.5766926091139783e-09,1.7341006852456026e-09,3.462635601544426e-08
75.024,1.1843503392099082e-08,1.262655286448125e-09,1.0710590327338964e-08,5.79590700843394e-09,2.7992558996421646e-09,5.174851555104608e-09,3.1458479713096694e-09,2.029003583794942e-09,1.7757630996854745e-09,2.6633593979446863e-08
75.274,8.830581459477067e-09,1.3165123167200653e-09,7.994940457841025e-09,5.142770531273301e-09,2.230617755384322e-09,5.122732137210424e-09,3.299064876698513e-09,1.8236672605119112e-09,1.7620715120922578e-09,2.253364797350585e-08
75.524,1.0219866702426368e-08,2.023102962678093e-09,9.901249114529148e-09,4.6538326834469036e-09,2.4447845375720825e-09,4.723835990873044e-09,2.866181495729675e-09,1.857654495143371e-09,1.6474160511710558e-09,2.3553409619837086e-08
75.774,1.087813507963734e-08,2.66411119881694e-09,1.1032517996747726e-08,3.984261393144216e-09,2.7426728286409786e-09,4.394786588801537e-09,2.4159776401257228e-09,1.978808948675814e-09,1.470807248896927e-09,2.3810556774850875e-08
76.024,9.589635765061496e-09,2.558637907456622e-09,1.008700955682987e-08,3.1085454692008177e-09,2.5641905291015054e-09,4.643641966074873e-09,2.5460359882337673e-09,2.0976059778411066e-09,1.3498649259696476e-09,2.2164793215884535e-08
76.274,9.830312776526642e-09,1.8069588967421152e-09,1.0192107342640152e-08,3.198210189879132e-09,2.069834098975977e-09,4.801994039861623e-09,2.619342773132852e-09,2.1826512667287713e-09,1.3670234168167816e-09,2.251210452925377e-08
76.524,1.1319719972196377e-08,1.1299227846884092e-09,1.1243192717456539e-08,3.92570699654148e-09,2.0581075035286256e-09,4.340415224971171e-09,2.083702968433947e-09,2.256712256537223e-09,1.4347819156563753e-09,2.4432824295526048e-08
76.774,1.0127062692104874e-08,1.1451508978159553e-09,9.84786518715983e-09,3.9568773811367765e-09,2.515053924390602e-09,4.296983720351672e-09,1.739042001411188e-09,2.5579417189404844e-09,1.3985479151632313e-09,2.37137652720469e-08
77.024,6.815489994844625e-09,1.8007683733765895e-09,6.2183367149965715e-09,3.534680194835778e-09,3.3455661495398577e-09,5.892295212289362e-09,2.7641482487881205e-09,3.1281469635012416e-09,1.2935079252031504e-09,2.1698571001640256e-08
77.274,5.751369645510959e-09,2.3611275995636367e-09,5.19201002764758e-09,3.885721938958019e-09,4.9425873725918866e-09,7.988078557099577e-09,4.650390235428786e-09,3.3376883216707905e-09,1.2660063516043432e-09,2.455758645754944e-08
77.524,9.059913066286347e-09,2.7915071732395743e-09,1.0040616696245635e-08,6.119192374679484e-09,7.387043992390664e-09,8.435752967967073e-09,5.763467910519276e-09,2.672285057447795e-09,1.362177750151137e-09,3.452660244887586e-08
77.774,1.2784392335611627e-08,3.345664254453264e-09,1.5705389414704395e-08,8.362393453948507e-09,9.577202418939156e-09,7.357880787774276e-09,5.394377392883246e-09,1.96350339489103e-09,1.5158158274829048e-09,4.3533554194434806e-08
78.024,1.2150355152983956e-08,3.807783360123729e-09,1.567885732240123e-08,7.898980423276279e-09,1.0358129261228705e-08,6.659313256132727e-09,4.467005296902113e-09,2.1923079592306148e-09,1.699008975993546e-09,4.317258200314417e-08
78.274,8.108014266861571e-09,3.6940630986614577e-09,1.0801144632897104e-08,5.954174261679813e-09,9.73830519800912e-09,6.7804497882705264e-09,4.1439786816973745e-09,2.636471106573153e-09,1.935728267024887e-09,3.6126947938057724e-08
78.524,4.669941126821145e-09,2.9826080139385393e-09,6.351420820167822e-09,4.96070369898797e-09,8.497730943452644e-09,6.4442817094298525e-09,4.055769927843997e-09,2.3885117815858547e-09,2.2034586026418934e-09,2.9544752273381433e-08
78.774,3.4699997238886185e-09,2.3515607875014804e-09,4.156041568647438e-09,4.8963653314179735e-09,6.830711640701916e-09,5.292889127246983e-09,3.4118033073110726e-09,1.8810858199359102e-09,2.409288247471344e-09,2.461093686561524e-08
79.024,3.0684262560249015e-09,2.313996237703132e-09,2.899730226968037e-09,4.399139944958048e-09,4.918608605880732e-09,4.393712258198909e-09,2.7361543624414524e-09,1.6575578957574553e-09,2.4424260317800353e-09,1.9816900841957247e-08
79.274,4.154333816338603e-09,2.4707281020744486e-09,3.4741133819697423e-09,3.332474895103711e-09,3.681385330191777e-09,4.309216654125849e-09,2.593550732828132e-09,1.7156659212977163e-09,2.408086355227151e-09,1.7739475188714156e-08
79.524,6.415168671619158e-09,2.3407602159158117e-09,6.066488229736612e-09,2.345538139328072e-09,3.2598198946017817e-09,4.4560382289750335e-09,2.540023548132657e-09,1.916014680842376e-09,2.345991153749694e-09,1.931316328006757e-08
79.774,7.52658440663679e-09,1.883903846527867e-09,7.7591157758915e-09,2.524809699199442e-09,2.657481044085259e-09,4.386526691275301e-09,2.234211377753236e-09,2.1523153135220634e-09,2.061887287819411e-09,2.0672210815938046e-08
80.024,6.819620344132808e-09,1.397343056839427e-09,7.124715626434992e-09,3.424181672280446e-09,1.9527591143835967e-09,4.618621722031733e-09,2.1416168776409914e-09,2.47700484439074e-09,1.5916065717765659e-09,2.0067464984013497e-08
80.274,6.409594961910579e-09,9.870801170225776e-10,6.301127986570239e-09,3.939971880964026e-09,1.7954042004599229e-09,5.394809505704438e-09,2.411979104931187e-09,2.9828304007732503e-09,1.3217760516022612e-09,1.970364570175075e-08
80.524,7.962119447742336e-09,6.583293316314981e-10,7.57915183420481e-09,3.919190709127854e-09,2.6321652001079555e-09,6.041153789016688e-09,2.6681676804557206e-09,3.3729861085609644e-09,1.417034635139903e-09,2.246821171937055e-08
80.774,1.003048895510243e-08,4.766667268445723e-10,1.0624471894938994e-08,3.819647132434443e-09,4.62686188650417e-09,5.9649023501082724e-09,2.7541077237337865e-09,3.210794626374488e-09,1.571014755030921e-09,2.781315351901745e-08
81.024,1.1066579839350179e-08,5.789638097960134e-10,1.3685369204021932e-08,4.159269842513873e-09,6.421537601199485e-09,5.389571349515797e-09,2.7016242454014765e-09,2.6879471041143227e-09,1.6010945945119103e-09,3.2464827892680977e-08
81.274,1.1116069660734146e-08,9.306971802778027e-10,1.5266717711598774e-08,5.10707095249301e-09,6.647260913366277e-09,4.967317849393504e-09,2.7394838623670046e-09,2.2278339870265003e-09,1.6147434294796636e-09,3.4276464579095863e-08
81.524,1.0340084975681121e-08,1.2005544018842204e-09,1.4239895537940341e-08,6.4664774841301725e-09,5.713275736149922e-09,4.803819961656515e-09,2.861369356480744e-09,1.94245060517577e-09,1.7332817580863094e-09,3.333786610620783e-08
81.774,8.417767494170142e-09,1.0850222914782633e-09,1.1584082180636638e-08,7.661475620646917e-09,4.8843821427541835e-09,4.43184469142018e-09,2.6336485179730674e-09,1.7981961734471103e-09,1.9483494202030796e-09,3.100840262951503e-08
82.024,7.160329809412916e-09,9.071690751442579e-10,9.144763751116219e-09,8.162703674884146e-09,5.624508968618225e-09,3.965639250759685e-09,2.16277066631876e-09,1.802868584440924e-09,2.140804808969158e-09,3.041998406165466e-08
82.274,9.10721040783719e-09,1.2650937857614214e-09,9.079444562639184e-09,8.310640643592554e-09,8.143807139972108e-09,4.184215275237056e-09,2.338005806513199e-09,1.8462094687238577e-09,2.1951766270891894e-09,3.3396034554917735e-08
82.524,1.1444861441778897e-08,2.2319972933780074e-09,1.0403602546445681e-08,1.1422310210911011e-08,1.0035719286161418e-08,4.707433653248485e-09,2.950884031463269e-09,1.7565496217852155e-09,2.1023268042023554e-09,3.902588414779249e-08
82.774,1.1105413536665774e-08,3.111125327351112e-09,1.0057477490199511e-08,1.7646465687968594e-08,8.904473754881674e-09,4.495794909498992e-09,2.970833808714321e-09,1.5249611007846687e-09,1.9740087492752714e-09,4.3770478389792725e-08
83.024,9.880279919298752e-09,3.285136590695493e-09,8.302482866117991e-09,2.2386745731467063e-08,5.812713232088207e-09,4.059526841783685e-09,2.7195712099320266e-09,1.3399556318516584e-09,1.8917847640801866e-09,4.286018370940061e-08
83.274,1.0061308889276764e-08,2.9047821974946063e-09,6.2457459265851525e-09,2.156765584516876e-08,3.988501282969285e-09,4.988822599635557e-09,3.5765329998956578e-09,1.4122895997398998e-09,1.8286880558964575e-09,3.90305728252135e-08
83.524,9.924333882806489e-09,2.919127755740475e-09,5.6773236652299385e-09,1.5803955557559867e-08,4.234534446288017e-09,7.296954912073964e-09,5.646398565077646e-09,1.6505563469963163e-09,1.832605686123381e-09,3.6151712425296625e-08
83.774,7.870835956377867e-09,3.311492678599839e-09,6.893185148433937e-09,9.085360299387133e-09,5.250761371679174e-09,9.119711919154126e-09,7.1768235955582464e-09,1.9428883235958766e-09,1.8620177141171632e-09,3.344964924357761e-08
84.024,5.420863996910992e-09,3.1962225207998018e-09,6.994951529920487e-09,4.692353878290858e-09,5.661366189372669e-09,9.382045224735085e-09,7.085326123537257e-09,2.2967191011978287e-09,1.7693440075569542e-09,2.9630157483862974e-08
84.274,4.217380272192948e-09,2.4942593272192894e-09,5.3015649237068015e-09,4.231632261818472e-09,5.0671711443940365e-09,8.195729119470749e-09,5.686380079600103e-09,2.509349039870647e-09,1.5428541042741425e-09,2.5199388959759818e-08
84.524,4.0805249954982335e-09,1.8763747953179978e-09,3.593093186531019e-09,6.017752070648841e-09,4.555747097553086e-09,6.579231016586369e-09,4.097729230921378e-09,2.4815017856649897e-09,1.3704291101762184e-09,2.2587562172035812e-08
84.774,4.385729008155001e-09,1.6530600026624902e-09,3.515193379226543e-09,6.979274444407373e-09,5.125106471860713e-09,5.5307371067798e-09,3.0617427512850754e-09,2.4689943554947246e-09,1.3965367371473423e-09,2.2959955096562994e-08
85.024,4.836864428217407e-09,1.6431832177197722e-09,4.1344530490246636e-09,7.207359649087673e-09,6.3668880013338146e-09,5.203268921045905e-09,2.4945213804959574e-09,2.708747540549948e-09,1.4881117741471562e-09,2.53030440307709e-08
85.274,5.513177242056758e-09,1.8211745903677728e-09,5.139728213230586e-09,7.385832027494514e-09,7.059247472957986e-09,5.448532385304748e-09,2.3012812244552136e-09,3.1472511608495336e-09,1.4872406554420507e-09,2.869264714403121e-08
85.524,6.269626216503147e-09,2.2685477714294713e-09,7.29974423778028e-09,6.466062285942018e-09,6.8381866153198015e-09,5.958278929726007e-09,2.470261860849187e-09,3.4880170688768187e-09,1.451722912688257e-09,3.0245429775958484e-08
85.774,6.4728861011666964e-09,2.834194968252033e-09,9.451712366343874e-09,4.07705196449103e-09,6.408454083503398e-09,6.468169622050926e-09,2.9568870130763912e-09,3.5112826089745336e-09,1.480993804191335e-09,2.8594393840411013e-08
86.024,6.836501934067221e-09,3.5543887493097395e-09,9.66912915506211e-09,2.7399561280260055e-09,5.913062860908429e-09,6.492271593040318e-09,3.2248228538223922e-09,3.2674487392179265e-09,1.5097803170314346e-09,2.685115480141596e-08
86.274,9.58845932436163e-09,4.368256148885557e-09,1.0545145014656141e-08,2.8988633400002267e-09,5.694275541378881e-09,6.310564893829887e-09,3.0254318845232346e-09,3.285133009306652e-09,1.5001678886859054e-09,2.818787619010075e-08
86.524,1.3671001520084936e-08,4.9198306286800245e-09,1.4012858509820964e-08,2.4190741154496713e-09,5.575951883065077e-09,7.099761428139996e-09,3.4641037254341524e-09,3.6356577027058438e-09,1.6629527169848608e-09,3.215063763217631e-08
86.774,1.4788633802024429e-08,5.5112124882495714e-09,1.6171674771134847e-08,2.172127368194681e-09,5.142794109762981e-09,8.49610651891575e-09,5.051010931974595e-09,3.4450955869411564e-09,1.9919341024845844e-09,3.5898642527563156e-08
87.024,1.1242970660393076e-08,5.854743200801011e-09,1.3843845931444967e-08,3.4768012889892858e-09,4.630013570213904e-09,8.456935218461158e-09,6.030619816895754e-09,2.4263154015654026e-09,2.102548769197135e-09,3.676579385664421e-08
87.274,6.1453887004269456e-09,5.163564043382224e-09,9.106854737481847e-09,5.700554214823903e-09,4.246090233060313e-09,6.437284314117079e-09,5.009349806263407e-09,1.4279345078536724e-09,1.9069856542460476e-09,3.334798570902383e-08
87.524,2.9801960163654546e-09,3.96604114809428e-09,6.012251709935457e-09,6.862522010603664e-09,3.957334051761877e-09,4.539160482152016e-09,3.2556287036750988e-09,1.2835317784769178e-09,1.793190654779826e-09,2.7275206562489107e-08
87.774,3.3915672617967636e-09,3.4887340023850506e-09,5.4002390198111895e-09,6.540190060589739e-09,3.8471126803977146e-09,4.43153834070404e-09,2.5555225364574535e-09,1.876015804246586e-09,1.8848233782652656e-09,2.3433863995724316e-08
88.024,6.355402693285015e-09,3.558348781072602e-09,6.913456070814103e-09,6.612156955260118e-09,3.828618484893889e-09,5.155003055249694e-09,2.66166909120678e-09,2.4933339640429143e-09,1.943333195251175e-09,2.513822235163522e-08
88.274,8.44454600408163e-09,3.3876426849123933e-09,9.439076362046845e-09,7.719736874201596e-09,3.5082401913125695e-09,5.727161769479662e-09,3.0199885395566748e-09,2.707173229922986e-09,1.8724642584844044e-09,2.9707443789680824e-08
88.524,7.737809775577675e-09,3.469259694606033e-09,9.750897664970828e-09,9.275435654219765e-09,2.999315420248806e-09,6.75084663158913e-09,4.019644560973603e-09,2.731202070615529e-09,1.7290951305261352e-09,3.269198950239279e-08
